time,steer,accel,brake,gear,speedX,trackPos,angle,rpm,damage
0.003,0.000,0.150,0.000,1,-0.01,0.333,0.008,5258,0.0
0.030,0.000,0.277,0.000,1,-0.01,0.333,0.008,5300,0.0
0.056,0.000,0.386,0.000,1,-0.01,0.333,0.008,5358,0.0
0.058,0.000,0.478,0.000,1,-0.01,0.333,0.008,5431,0.0
0.088,0.000,0.556,0.000,1,-0.01,0.333,0.008,5517,0.0
0.120,0.000,0.623,0.000,1,-0.01,0.333,0.008,5616,0.0
0.122,0.000,0.679,0.000,1,-0.01,0.333,0.008,5726,0.0
0.148,0.000,0.728,0.000,1,-0.01,0.333,0.008,5846,0.0
0.174,0.000,0.768,0.000,1,-0.01,0.333,0.008,5975,0.0
0.176,0.000,0.803,0.000,1,-0.01,0.333,0.008,6114,0.0
0.203,0.000,0.833,0.000,1,-0.01,0.333,0.008,6262,0.0
0.229,0.000,0.858,0.000,1,-0.01,0.333,0.008,6419,0.0
0.255,0.000,0.879,0.000,1,-0.01,0.333,0.008,6584,0.0
0.257,0.000,0.897,0.000,1,-0.01,0.333,0.008,6757,0.0
0.283,0.000,0.913,0.000,1,-0.01,0.333,0.008,6938,0.0
0.309,0.000,0.926,0.000,1,-0.01,0.333,0.008,7127,0.0
0.336,0.000,0.937,0.000,2,-0.01,0.333,0.008,7324,0.0
0.338,0.000,0.946,0.000,2,-0.01,0.333,0.008,7529,0.0
0.364,0.000,0.954,0.000,2,-0.01,0.333,0.008,7742,0.0
0.390,0.000,0.961,0.000,2,-0.01,0.333,0.008,7964,0.0
0.417,0.000,0.967,0.000,2,-0.01,0.333,0.008,8193,0.0
0.419,0.000,0.972,0.000,2,-0.01,0.333,0.008,8431,0.0
0.446,0.000,0.976,0.000,2,-0.01,0.333,0.008,8677,0.0
0.472,0.000,0.980,0.000,2,-0.01,0.333,0.008,8932,0.0
0.498,0.000,0.983,0.000,2,-0.01,0.333,0.008,9196,0.0
0.500,0.000,0.985,0.000,2,-0.01,0.333,0.008,9469,0.0
0.527,0.000,0.988,0.000,2,-0.01,0.333,0.008,9746,0.0
0.553,0.000,0.989,0.000,2,-0.01,0.333,0.008,10023,0.0
0.579,0.000,0.991,0.000,2,-0.01,0.333,0.008,10301,0.0
0.581,0.000,0.992,0.000,2,-0.01,0.333,0.008,10579,0.0
0.607,0.000,0.994,0.000,2,-0.01,0.333,0.008,10858,0.0
0.636,0.000,0.994,0.000,2,-0.01,0.333,0.008,11137,0.0
0.638,0.000,0.995,0.000,2,-0.01,0.333,0.008,11416,0.0
0.670,0.000,0.996,0.000,2,-0.01,0.333,0.008,11695,0.0
0.696,0.000,0.997,0.000,2,-0.01,0.333,0.008,11975,0.0
0.698,0.000,0.997,0.000,2,-0.01,0.333,0.008,12255,0.0
0.725,0.000,0.998,0.000,2,-0.01,0.333,0.008,12535,0.0
0.753,0.000,0.998,0.000,2,-0.01,0.333,0.008,12815,0.0
0.780,0.000,0.998,0.000,2,-0.01,0.333,0.008,13096,0.0
0.781,0.000,0.998,0.000,2,-0.01,0.333,0.008,13379,0.0
0.808,0.000,0.999,0.000,2,-0.01,0.333,0.008,13663,0.0
0.837,0.000,0.999,0.000,2,-0.01,0.333,0.008,13948,0.0
0.839,0.000,0.999,0.000,2,-0.01,0.333,0.008,14234,0.0
0.870,0.000,0.999,0.000,2,-0.01,0.333,0.008,14522,0.0
0.896,0.000,0.999,0.000,2,-0.01,0.333,0.008,14810,0.0
0.898,0.000,0.999,0.000,2,-0.01,0.333,0.008,15100,0.0
0.925,0.000,1.000,0.000,2,-0.01,0.333,0.008,15391,0.0
0.953,0.000,1.000,0.000,2,-0.01,0.333,0.008,15683,0.0
0.981,0.000,1.000,0.000,2,-0.02,0.333,0.009,16271,0.0
1.010,0.000,1.000,0.000,2,0.18,0.333,0.009,5249,0.0
1.037,0.000,1.000,0.000,2,0.15,0.333,0.009,5264,0.0
1.040,0.000,1.000,0.000,2,0.13,0.333,0.009,5236,0.0
1.071,0.000,1.000,0.000,2,0.76,0.333,0.009,5236,0.0
1.103,0.000,0.850,0.000,2,1.44,0.333,0.009,5236,0.0
1.106,0.000,0.872,0.000,2,1.88,0.333,0.009,5236,0.0
1.137,0.000,0.742,0.000,2,2.44,0.333,0.009,5236,0.0
1.140,0.000,0.780,0.000,2,2.96,0.333,0.009,5236,0.0
1.171,0.000,0.813,0.000,2,3.49,0.333,0.009,5236,0.0
1.203,0.000,0.841,0.000,2,4.05,0.333,0.009,5236,0.0
1.206,0.000,0.865,0.000,2,4.66,0.333,0.009,5236,0.0
1.237,0.000,0.885,0.000,2,5.33,0.333,0.009,5236,0.0
1.240,0.000,0.903,0.000,2,5.89,0.333,0.009,5236,0.0
1.271,0.000,0.917,0.000,2,6.47,0.333,0.009,5236,0.0
1.303,0.000,0.930,0.000,2,7.07,0.333,0.009,5236,0.0
1.306,0.000,0.940,0.000,2,7.71,0.333,0.009,5236,0.0
1.337,0.000,0.949,0.000,2,8.35,0.333,0.009,5236,0.0
1.340,0.000,0.957,0.000,2,9.00,0.333,0.009,5236,0.0
1.368,0.000,0.963,0.000,2,9.64,0.333,0.009,5236,0.0
1.396,0.000,0.969,0.000,2,10.28,0.333,0.009,5236,0.0
1.423,0.000,0.973,0.000,2,10.91,0.333,0.009,5236,0.0
1.426,0.000,0.977,0.000,2,11.54,0.333,0.009,5236,0.0
1.454,0.000,0.981,0.000,2,12.18,0.332,0.009,5236,0.0
1.481,0.000,0.984,0.000,2,12.89,0.332,0.009,5236,0.0
1.484,0.000,0.986,0.000,2,13.55,0.332,0.009,5236,0.0
1.512,0.000,0.988,0.000,2,14.20,0.332,0.009,5236,0.0
1.539,0.000,0.990,0.000,2,14.85,0.332,0.009,5236,0.0
1.542,0.000,0.991,0.000,2,15.50,0.332,0.009,5236,0.0
1.569,0.000,0.993,0.000,2,16.16,0.332,0.009,5236,0.0
1.596,0.000,0.994,0.000,2,16.81,0.332,0.009,5236,0.0
1.623,0.060,0.995,0.000,2,17.46,0.332,0.008,5236,0.0
1.626,0.120,0.996,0.000,2,18.11,0.332,0.007,5236,0.0
1.653,0.180,0.996,0.000,2,18.76,0.332,0.005,5236,0.0
1.680,0.240,0.997,0.000,2,19.40,0.332,0.002,5236,0.0
1.684,0.300,0.997,0.000,2,20.03,0.333,-0.001,5236,0.0
1.711,0.360,0.998,0.000,2,20.66,0.334,-0.006,5236,0.0
1.738,0.420,0.998,0.000,2,21.29,0.335,-0.011,5236,0.0
1.765,0.480,0.998,0.000,2,21.91,0.336,-0.018,5236,0.0
1.768,0.360,0.999,0.000,2,22.59,0.338,-0.023,5236,0.0
1.795,0.240,0.999,0.000,2,23.27,0.340,-0.028,5236,0.0
1.822,0.120,0.999,0.000,2,23.95,0.341,-0.030,5236,0.0
1.825,0.000,0.999,0.000,2,24.61,0.342,-0.031,5236,0.0
1.852,0.000,0.999,0.000,2,25.27,0.343,-0.031,5236,0.0
1.880,0.000,0.999,0.000,2,25.92,0.344,-0.031,5236,0.0
1.883,0.000,0.999,0.000,2,26.58,0.345,-0.031,5236,0.0
1.910,0.000,1.000,0.000,2,27.23,0.345,-0.031,5236,0.0
1.937,0.000,1.000,0.000,2,27.89,0.346,-0.031,5236,0.0
1.965,0.000,1.000,0.000,2,28.55,0.347,-0.031,5236,0.0
1.968,0.000,1.000,0.000,2,29.27,0.348,-0.031,5236,0.0
1.996,0.000,1.000,0.000,2,29.92,0.349,-0.031,5236,0.0
2.023,0.000,1.000,0.000,2,30.58,0.350,-0.031,5236,0.0
2.026,0.000,1.000,0.000,2,31.23,0.351,-0.031,5236,0.0
2.053,0.000,1.000,0.000,2,31.89,0.351,-0.031,5236,0.0
2.081,0.000,1.000,0.000,2,32.54,0.352,-0.031,5236,0.0
2.084,0.000,1.000,0.000,2,33.20,0.353,-0.031,5236,0.0
2.112,0.000,1.000,0.000,2,33.85,0.354,-0.031,5236,0.0
2.139,0.000,1.000,0.000,2,34.51,0.355,-0.031,5236,0.0
2.166,0.000,0.850,0.000,2,35.10,0.356,-0.031,5236,0.0
2.169,0.000,0.872,0.000,2,35.66,0.357,-0.031,5236,0.0
2.196,0.000,0.892,0.000,2,36.24,0.358,-0.031,5236,0.0
2.223,0.000,0.908,0.000,2,36.82,0.359,-0.031,5236,0.0
2.226,0.000,0.922,0.000,2,37.42,0.360,-0.031,5236,0.0
2.253,0.000,0.933,0.000,2,38.02,0.362,-0.031,5236,0.0
2.280,0.000,0.943,0.000,2,38.64,0.363,-0.031,5236,0.0
2.307,0.000,0.952,0.000,2,39.26,0.364,-0.031,5236,0.0
2.310,0.000,0.959,0.000,2,39.88,0.365,-0.031,5236,0.0
2.337,0.000,0.965,0.000,2,40.51,0.366,-0.031,5236,0.0
2.364,0.000,0.970,0.000,2,41.14,0.367,-0.031,5236,0.0
2.367,0.000,0.975,0.000,2,41.77,0.368,-0.031,5236,0.0
2.394,0.000,0.979,0.000,2,42.40,0.370,-0.031,5236,0.0
2.421,0.000,0.982,0.000,2,43.04,0.371,-0.031,5282,0.0
2.424,0.000,0.835,0.000,2,43.63,0.372,-0.031,5265,0.0
2.451,0.000,0.859,0.000,2,44.18,0.373,-0.031,5357,0.0
2.478,0.000,0.880,0.000,2,44.76,0.375,-0.031,5455,0.0
2.504,0.000,0.898,0.000,2,45.36,0.376,-0.031,5554,0.0
2.507,0.000,0.764,0.000,2,45.93,0.377,-0.031,5532,0.0
2.535,0.000,0.799,0.000,2,46.47,0.379,-0.031,5620,0.0
2.562,0.000,0.829,0.000,2,47.04,0.380,-0.031,5715,0.0
2.565,0.000,0.855,0.000,2,47.64,0.381,-0.030,5815,0.0
2.592,0.000,0.877,0.000,3,48.27,0.382,-0.028,5920,0.0
2.621,0.000,0.745,0.000,3,48.47,0.383,-0.027,5249,0.0
2.624,0.000,0.783,0.000,3,48.44,0.384,-0.025,5264,0.0
2.651,0.000,0.816,0.000,3,48.43,0.385,-0.023,5236,0.0
2.678,0.000,0.843,0.000,3,48.60,0.386,-0.021,5236,0.0
2.705,0.000,0.717,0.000,3,49.09,0.387,-0.020,5236,0.0
2.708,0.000,0.759,0.000,3,49.54,0.388,-0.018,5236,0.0
2.735,0.000,0.796,0.000,3,49.94,0.389,-0.016,5236,0.0
2.762,0.060,0.826,0.000,3,50.35,0.390,-0.015,5236,0.0
2.765,0.120,0.852,0.000,3,50.77,0.391,-0.015,5236,0.0
2.792,0.180,0.874,0.000,3,51.19,0.392,-0.017,5236,0.0
2.819,0.240,0.893,0.000,3,51.61,0.393,-0.021,5236,0.0
2.846,0.300,0.909,0.000,3,52.02,0.395,-0.026,5236,0.0
2.849,0.180,0.923,0.000,3,52.48,0.398,-0.032,5236,0.0
2.876,0.060,0.934,0.000,3,52.98,0.400,-0.035,5236,0.0
2.902,-0.060,0.944,0.000,3,53.46,0.402,-0.034,5236,0.0
2.905,0.060,0.953,0.000,3,53.93,0.404,-0.032,5236,0.0
2.932,-0.060,0.960,0.000,3,54.42,0.406,-0.030,5236,0.0
2.958,0.060,0.966,0.000,3,54.90,0.407,-0.028,5236,0.0
2.985,-0.060,0.971,0.000,3,55.44,0.409,-0.026,5271,0.0
2.988,0.060,0.975,0.000,3,55.98,0.410,-0.024,5329,0.0
3.015,-0.060,0.979,0.000,3,56.53,0.412,-0.022,5386,0.0
3.042,0.060,0.982,0.000,3,57.11,0.413,-0.019,5413,0.0
3.069,-0.060,0.985,0.000,3,57.67,0.414,-0.017,5467,0.0
3.095,0.060,0.987,0.000,3,58.24,0.415,-0.015,5533,0.0
3.099,-0.060,0.989,0.000,3,58.81,0.416,-0.012,5607,0.0
3.125,0.060,0.991,0.000,3,59.39,0.416,-0.010,5680,0.0
3.152,0.120,0.992,0.000,3,59.97,0.417,-0.010,5753,0.0
3.178,0.180,0.993,0.000,3,60.56,0.418,-0.013,5828,0.0
3.205,0.240,0.994,0.000,3,61.14,0.420,-0.018,5905,0.0
3.209,0.120,0.845,0.000,3,61.71,0.422,-0.023,5880,0.0
3.235,0.000,0.868,0.000,3,62.26,0.424,-0.025,5921,0.0
3.262,0.000,0.888,0.000,3,62.82,0.425,-0.023,5980,0.0
3.289,0.000,0.905,0.000,3,63.39,0.427,-0.021,6046,0.0
3.317,0.000,0.919,0.000,3,63.98,0.428,-0.018,6112,0.0
3.320,0.060,0.931,0.000,3,64.58,0.429,-0.017,6182,0.0
3.347,0.120,0.942,0.000,3,65.20,0.431,-0.017,6230,0.0
3.374,0.180,0.950,0.000,3,65.81,0.432,-0.020,6290,0.0
3.401,0.240,0.958,0.000,3,66.41,0.435,-0.025,6378,0.0
3.428,0.120,0.964,0.000,3,67.05,0.437,-0.030,6468,0.0
3.432,0.000,0.820,0.000,3,67.66,0.440,-0.031,6442,0.0
3.459,0.000,0.847,0.000,3,68.24,0.442,-0.030,6510,0.0
3.487,0.000,0.870,0.000,3,68.83,0.444,-0.027,6585,0.0
3.515,0.060,0.889,0.000,3,69.44,0.446,-0.026,6659,0.0
3.519,0.120,0.906,0.000,3,70.06,0.448,-0.027,6739,0.0
3.546,0.180,0.920,0.000,3,70.69,0.450,-0.030,6828,0.0
3.574,0.060,0.782,0.000,3,71.30,0.453,-0.033,6796,0.0
3.602,-0.060,0.815,0.000,3,71.88,0.455,-0.032,6854,0.0
3.605,0.060,0.842,0.000,3,72.48,0.457,-0.029,6932,0.0
3.633,-0.060,0.866,0.000,3,73.12,0.459,-0.027,6981,0.0
3.661,0.060,0.886,0.000,3,73.77,0.461,-0.024,7057,0.0
3.689,0.120,0.903,0.000,3,74.42,0.463,-0.024,7152,0.0
3.692,0.180,0.918,0.000,3,75.08,0.466,-0.026,7265,0.0
3.720,0.060,0.780,0.000,3,75.71,0.468,-0.029,7242,0.0
3.748,-0.060,0.813,0.000,3,76.33,0.470,-0.028,7309,0.0
3.776,0.060,0.841,0.000,3,76.96,0.472,-0.026,7393,0.0
3.803,-0.060,0.865,0.000,3,77.62,0.474,-0.023,7482,0.0
3.807,0.060,0.735,0.000,3,78.24,0.476,-0.020,7444,0.0
3.835,-0.060,0.775,0.000,3,78.83,0.477,-0.017,7523,0.0
3.862,0.060,0.809,0.000,3,79.45,0.478,-0.014,7614,0.0
3.890,-0.060,0.837,0.000,3,80.11,0.479,-0.011,7691,0.0
3.894,0.060,0.862,0.000,3,80.80,0.480,-0.007,7774,0.0
3.921,-0.060,0.733,0.000,4,81.44,0.480,-0.004,7741,0.0
3.948,0.060,0.773,0.000,4,81.60,0.481,-0.001,6296,0.0
3.977,-0.060,0.807,0.000,4,81.52,0.481,0.003,6312,0.0
3.980,0.060,0.836,0.000,4,81.47,0.480,0.006,6062,0.0
4.008,-0.060,0.860,0.000,4,81.76,0.480,0.009,6269,0.0
4.035,0.060,0.881,0.000,4,82.21,0.479,0.013,6305,0.0
4.062,-0.060,0.899,0.000,4,82.67,0.477,0.016,6340,0.0
4.066,0.060,0.914,0.000,4,83.14,0.476,0.019,6376,0.0
4.093,-0.060,0.927,0.000,4,83.62,0.474,0.023,6415,0.0
4.120,0.060,0.938,0.000,4,84.11,0.472,0.026,6454,0.0
4.155,-0.060,0.947,0.000,4,84.60,0.470,0.029,6498,0.0
4.159,0.060,0.955,0.000,4,85.11,0.467,0.033,6544,0.0
4.186,-0.060,0.962,0.000,4,85.62,0.464,0.036,6590,0.0
4.212,0.060,0.968,0.000,4,86.14,0.461,0.040,6636,0.0
4.239,-0.060,0.973,0.000,4,86.67,0.457,0.043,6681,0.0
4.243,0.060,0.977,0.000,4,87.20,0.453,0.047,6725,0.0
4.270,-0.060,0.980,0.000,4,87.75,0.449,0.048,6770,0.0
4.297,0.060,0.983,0.000,4,88.30,0.444,0.048,6814,0.0
4.324,-0.060,0.986,0.000,4,88.85,0.440,0.048,6859,0.0
4.351,0.060,0.988,0.000,4,89.40,0.436,0.048,6912,0.0
4.354,-0.060,0.990,0.000,4,89.97,0.431,0.048,6956,0.0
4.380,0.060,0.991,0.000,4,90.54,0.427,0.048,7000,0.0
4.407,-0.060,0.993,0.000,4,91.12,0.422,0.048,7045,0.0
4.434,0.060,0.994,0.000,4,91.70,0.418,0.048,7090,0.0
4.461,-0.060,0.995,0.000,4,92.28,0.413,0.048,7137,0.0
4.465,0.060,0.995,0.000,4,92.87,0.409,0.048,7184,0.0
4.491,-0.060,0.996,0.000,4,93.47,0.404,0.048,7233,0.0
4.517,0.060,0.997,0.000,4,94.06,0.399,0.048,7282,0.0
4.543,-0.060,0.997,0.000,4,94.66,0.395,0.048,7332,0.0
4.570,0.060,0.998,0.000,4,95.27,0.390,0.048,7382,0.0
4.573,-0.060,0.998,0.000,4,95.88,0.385,0.048,7432,0.0
4.598,0.060,0.998,0.000,4,96.50,0.381,0.048,7482,0.0
4.624,-0.060,0.999,0.000,4,97.12,0.376,0.048,7532,0.0
4.650,0.060,0.999,0.000,4,97.74,0.371,0.048,7585,0.0
4.677,-0.060,0.999,0.000,4,98.37,0.366,0.048,7636,0.0
4.702,0.060,0.999,0.000,4,99.01,0.361,0.048,7686,0.0
4.705,0.000,0.999,0.000,4,99.65,0.356,0.047,7737,0.0
4.731,-0.060,0.999,0.000,4,100.29,0.352,0.048,7789,0.0
4.758,-0.120,0.999,0.000,4,100.93,0.346,0.052,7845,0.0
4.783,-0.180,1.000,0.000,4,101.55,0.340,0.059,7910,0.0
4.808,-0.240,0.850,0.000,4,102.10,0.333,0.069,7891,0.0
4.834,-0.120,0.872,0.000,4,102.62,0.326,0.080,7947,0.0
4.837,0.000,0.891,0.000,4,103.20,0.318,0.086,7992,0.0
4.862,0.000,0.908,0.000,4,103.79,0.309,0.089,8034,0.0
4.886,0.000,0.921,0.000,4,104.40,0.301,0.090,8082,0.0
4.911,0.000,0.933,0.000,4,105.02,0.292,0.091,8134,0.0
4.936,0.000,0.943,0.000,5,105.65,0.282,0.091,8190,0.0
4.961,0.000,0.952,0.000,5,105.88,0.273,0.091,7365,0.0
4.985,0.000,0.959,0.000,5,105.78,0.263,0.091,7379,0.0
5.010,0.000,0.965,0.000,5,105.69,0.254,0.091,7060,0.0
5.013,0.000,0.970,0.000,5,105.99,0.244,0.091,7311,0.0
5.037,0.000,0.975,0.000,5,106.49,0.234,0.091,7352,0.0
5.061,0.000,0.979,0.000,5,107.00,0.225,0.091,7382,0.0
5.085,0.000,0.982,0.000,5,107.52,0.215,0.091,7412,0.0
5.110,0.000,0.985,0.000,5,108.05,0.205,0.091,7446,0.0
5.134,0.000,0.987,0.000,5,108.57,0.195,0.091,7483,0.0
5.158,0.000,0.989,0.000,5,109.09,0.185,0.091,7523,0.0
5.182,0.000,0.991,0.000,5,109.62,0.175,0.091,7564,0.0
5.205,0.000,0.992,0.000,5,110.15,0.165,0.091,7606,0.0
5.208,0.000,0.993,0.000,5,110.68,0.154,0.091,7645,0.0
5.231,0.000,0.994,0.000,5,111.22,0.144,0.091,7684,0.0
5.254,0.060,0.995,0.000,5,111.77,0.134,0.089,7722,0.0
5.285,0.120,0.996,0.000,5,112.30,0.124,0.085,7764,0.0
5.308,0.180,0.996,0.000,5,112.81,0.115,0.078,7811,0.0
5.331,0.060,0.997,0.000,5,113.35,0.106,0.070,7853,0.0
5.354,-0.060,0.997,0.000,5,113.91,0.098,0.066,7882,0.0
5.377,0.060,0.998,0.000,5,114.47,0.090,0.065,7916,0.0
5.400,-0.060,0.998,0.000,5,115.03,0.081,0.065,7954,0.0
5.423,0.060,0.998,0.000,5,115.59,0.073,0.065,7993,0.0
5.446,-0.060,0.999,0.000,5,116.16,0.065,0.065,8033,0.0
5.469,0.060,0.999,0.000,5,116.72,0.057,0.065,8074,0.0
5.492,-0.060,0.999,0.000,5,117.29,0.050,0.065,8115,0.0
5.495,0.060,0.999,0.000,5,117.86,0.042,0.065,8155,0.0
5.518,-0.060,0.999,0.000,5,118.44,0.034,0.065,8195,0.0
5.541,0.060,0.999,0.000,5,119.02,0.026,0.065,8236,0.0
5.564,-0.060,0.999,0.000,5,119.60,0.018,0.065,8277,0.0
5.587,0.060,1.000,0.000,5,120.18,0.010,0.065,8318,0.0
5.610,-0.060,1.000,0.000,5,120.77,0.002,0.065,8360,0.0
5.633,0.060,1.000,0.000,5,121.36,-0.006,0.065,8402,0.0
5.656,-0.060,1.000,0.000,5,121.95,-0.014,0.065,8444,0.0
5.678,0.060,1.000,0.000,5,122.55,-0.022,0.065,8486,0.0
5.701,-0.060,1.000,0.000,5,123.14,-0.031,0.065,8529,0.0
5.724,0.060,1.000,0.000,5,123.74,-0.039,0.065,8572,0.0
5.747,-0.060,1.000,0.000,5,124.35,-0.047,0.065,8614,0.0
5.769,0.060,1.000,0.000,5,124.95,-0.055,0.065,8657,0.0
5.792,-0.060,1.000,0.000,5,125.56,-0.064,0.065,8700,0.0
5.814,0.060,1.000,0.000,5,126.18,-0.072,0.065,8743,0.0
5.837,-0.060,1.000,0.000,5,126.79,-0.080,0.065,8787,0.0
5.859,0.060,1.000,0.000,5,127.41,-0.089,0.065,8830,0.0
5.882,-0.060,1.000,0.000,5,128.03,-0.097,0.065,8874,0.0
5.905,0.060,1.000,0.000,5,128.65,-0.106,0.065,8919,0.0
5.926,-0.060,1.000,0.000,5,129.28,-0.114,0.065,8963,0.0
5.949,0.060,1.000,0.000,5,129.91,-0.123,0.065,9008,0.0
5.971,-0.060,1.000,0.000,5,130.54,-0.132,0.065,9053,0.0
5.993,0.060,1.000,0.000,5,131.18,-0.140,0.065,9098,0.0
6.015,-0.060,1.000,0.000,5,131.82,-0.149,0.065,9143,0.0
6.038,0.060,1.000,0.000,5,132.46,-0.158,0.065,9188,0.0
6.059,-0.060,1.000,0.000,5,133.10,-0.167,0.065,9234,0.0
6.082,0.060,1.000,0.000,5,133.75,-0.175,0.065,9279,0.0
6.104,-0.060,1.000,0.000,5,134.40,-0.184,0.065,9325,0.0
6.125,0.060,1.000,0.000,5,135.05,-0.193,0.065,9372,0.0
6.148,-0.060,1.000,0.000,5,135.71,-0.202,0.065,9418,0.0
6.170,0.060,1.000,0.000,6,136.37,-0.211,0.065,9463,0.0
6.191,-0.060,1.000,0.000,6,136.61,-0.220,0.065,8678,0.0
6.212,0.060,1.000,0.000,6,136.45,-0.229,0.065,8688,0.0
6.233,-0.060,1.000,0.000,6,136.30,-0.238,0.065,8340,0.0
6.255,0.060,1.000,0.000,6,136.55,-0.248,0.065,8613,0.0
6.276,-0.060,1.000,0.000,6,137.06,-0.257,0.065,8657,0.0
6.297,0.060,1.000,0.000,6,137.59,-0.266,0.065,8684,0.0
6.318,-0.060,1.000,0.000,6,138.12,-0.275,0.065,8710,0.0
6.338,0.060,1.000,0.000,6,138.66,-0.284,0.065,8739,0.0
6.359,-0.060,1.000,0.000,6,139.18,-0.293,0.065,8772,0.0
6.380,0.060,1.000,0.000,6,139.71,-0.302,0.065,8807,0.0
6.402,-0.060,1.000,0.000,6,140.24,-0.312,0.065,8844,0.0
6.423,0.060,1.000,0.000,6,140.77,-0.321,0.065,8881,0.0
6.443,-0.060,1.000,0.000,6,141.30,-0.330,0.065,8917,0.0
6.466,0.060,1.000,0.000,6,141.84,-0.340,0.065,8951,0.0
6.487,0.120,1.000,0.000,6,142.36,-0.349,0.061,8988,0.0
6.508,0.150,1.000,0.000,6,142.87,-0.357,0.053,9029,0.0
6.529,0.150,1.000,0.000,6,143.38,-0.365,0.043,9073,0.0
6.549,0.150,1.000,0.000,6,143.88,-0.371,0.032,9115,0.0
6.587,0.030,1.000,0.000,6,144.41,-0.377,0.023,9149,0.0
6.607,-0.090,1.000,0.000,6,144.97,-0.382,0.020,9167,0.0
6.630,0.030,1.000,0.000,6,145.54,-0.387,0.021,9191,0.0
6.651,-0.090,1.000,0.000,6,146.09,-0.391,0.022,9222,0.0
6.671,-0.030,1.000,0.000,6,146.65,-0.396,0.026,9256,0.0
6.696,0.030,1.000,0.000,6,147.21,-0.400,0.028,9291,0.0
6.716,-0.090,1.000,0.000,6,147.77,-0.405,0.030,9327,0.0
6.736,0.030,1.000,0.000,6,148.32,-0.410,0.032,9363,0.0
6.756,-0.090,1.000,0.000,6,148.88,-0.415,0.035,9398,0.0
6.780,0.030,1.000,0.000,6,149.44,-0.420,0.037,9434,0.0
6.800,-0.090,1.000,0.000,6,150.00,-0.425,0.039,9469,0.0
6.820,0.030,1.000,0.000,6,150.56,-0.431,0.042,9504,0.0
6.840,-0.090,1.000,0.000,6,151.12,-0.437,0.044,9538,0.0
6.864,0.030,1.000,0.000,6,151.67,-0.444,0.046,9572,0.0
6.884,-0.090,1.000,0.000,6,152.23,-0.450,0.049,9606,0.0
6.904,0.030,1.000,0.000,6,152.78,-0.457,0.051,9640,0.0
6.923,-0.090,1.000,0.000,6,153.33,-0.465,0.053,9673,0.0
6.946,0.030,1.000,0.000,6,153.89,-0.473,0.055,9705,0.0
6.982,-0.090,1.000,0.000,6,154.44,-0.481,0.057,9739,0.0
7.001,0.030,1.000,0.000,6,154.98,-0.490,0.060,9773,0.0
7.020,-0.090,1.000,0.000,6,155.53,-0.499,0.062,9807,0.0
7.039,0.030,1.000,0.000,6,156.07,-0.508,0.064,9841,0.0
7.063,-0.090,1.000,0.000,6,156.62,-0.518,0.066,9874,0.0
7.081,0.030,1.000,0.000,6,157.16,-0.528,0.069,9907,0.0
7.100,-0.090,1.000,0.000,6,157.71,-0.538,0.071,9940,0.0
7.134,0.030,1.000,0.000,6,158.25,-0.549,0.073,9971,0.0
7.153,0.090,1.000,0.000,6,158.79,-0.560,0.071,10001,0.0
7.172,0.150,1.000,0.000,6,159.31,-0.571,0.064,10039,0.0
7.190,0.150,1.000,0.000,6,159.82,-0.580,0.053,10083,0.0
7.211,0.150,1.000,0.000,6,160.31,-0.589,0.041,10127,0.0
7.245,0.150,1.000,0.000,6,160.80,-0.596,0.029,10169,0.0
7.263,0.030,1.000,0.000,6,161.30,-0.603,0.019,10201,0.0
7.282,-0.090,1.000,0.000,6,161.85,-0.608,0.016,10215,0.0
7.300,0.030,1.000,0.000,6,162.41,-0.614,0.017,10230,0.0
7.333,-0.090,1.000,0.000,6,162.95,-0.618,0.019,10256,0.0
7.351,0.030,1.000,0.000,6,163.49,-0.623,0.022,10286,0.0
7.369,-0.090,1.000,0.000,6,164.01,-0.628,0.025,10320,0.0
7.387,0.030,1.000,0.000,6,164.54,-0.632,0.029,10353,0.0
7.420,-0.090,1.000,0.000,6,165.07,-0.637,0.031,10386,0.0
7.438,-0.030,1.000,0.000,6,165.59,-0.643,0.036,10420,0.0
7.460,0.030,1.000,0.000,6,166.12,-0.648,0.037,10451,0.0
7.478,0.090,1.000,0.000,6,166.65,-0.654,0.034,10479,0.0
7.496,0.150,1.000,0.000,6,167.15,-0.658,0.027,10515,0.0
7.530,0.150,1.000,0.000,6,167.63,-0.662,0.016,10558,0.0
7.548,0.150,1.000,0.000,6,168.10,-0.665,0.004,10601,0.0
7.566,0.150,1.000,0.000,6,168.56,-0.667,-0.009,10642,0.0
7.584,0.150,1.000,0.000,6,169.01,-0.667,-0.021,10680,0.0
7.617,0.150,1.000,0.000,6,169.46,-0.665,-0.034,10716,0.0
7.636,0.030,1.000,0.000,6,169.93,-0.663,-0.044,10743,0.0
7.654,-0.090,1.000,0.000,6,170.46,-0.659,-0.047,10747,0.0
7.672,0.030,1.000,0.000,6,171.00,-0.654,-0.045,10758,0.0
7.696,-0.090,1.000,0.000,6,171.53,-0.649,-0.042,10780,0.0
7.716,0.030,1.000,0.000,6,172.05,-0.644,-0.039,10808,0.0
7.751,0.090,1.000,0.000,6,172.55,-0.637,-0.040,10840,0.0
7.769,0.150,1.000,0.000,6,173.03,-0.630,-0.046,10877,0.0
7.788,0.150,1.000,0.000,6,173.49,-0.622,-0.056,10918,0.0
7.806,0.150,1.000,0.000,6,173.94,-0.613,-0.067,10956,0.0
