time,steer,accel,brake,gear,speedX,trackPos,angle,rpm,damage
39.601,0.037,0.000,0.000,6,-61.83,-1.694,3.032,5236,815.0
39.603,-0.083,0.000,0.000,6,-61.75,-1.688,3.030,5236,815.0
39.605,0.037,0.000,0.000,6,-61.65,-1.682,3.027,5236,815.0
39.607,-0.083,0.000,0.000,6,-61.55,-1.676,3.025,5236,815.0
39.669,0.037,0.000,0.000,6,-61.45,-1.669,3.023,5236,815.0
39.671,-0.083,0.000,0.000,6,-61.35,-1.663,3.021,5236,815.0
39.673,0.037,0.000,0.000,6,-61.26,-1.656,3.018,5236,815.0
39.735,-0.083,0.000,0.000,6,-61.19,-1.650,3.016,5236,815.0
39.737,0.037,0.000,0.000,6,-61.12,-1.643,3.014,5236,815.0
39.739,-0.083,0.000,0.000,6,-61.05,-1.636,3.011,5236,815.0
39.801,0.037,0.000,0.000,6,-60.98,-1.629,3.009,5236,815.0
39.803,-0.083,0.000,0.000,6,-60.91,-1.622,3.007,5236,815.0
39.805,0.037,0.000,0.000,6,-60.83,-1.614,3.004,5236,815.0
